0.002752,-0.002656
0.005535,-0.005953
0.008381,-0.008654
0.011307,-0.011689
0.014351,-0.014888
0.017546,-0.018213
0.020930,-0.021740
0.024547,-0.025515
0.028443,-0.029589
0.032674,-0.034021
0.037298,-0.038719
0.042409,-0.044015
0.048090,-0.050098
0.054429,-0.056733
0.061563,-0.064187
0.069644,-0.072599
0.078848,-0.082181
0.089418,-0.092947
0.101598,-0.105192
0.115719,-0.118994
0.132310,-0.134026
0.151576,-0.150543
0.174018,-0.167809
0.200581,-0.182487
0.231803,-0.188242
0.269206,-0.169210
0.311721,-0.099080
0.358017,0.092896
0.411738,0.642200
0.466905,1.907525
0.518516,4.846133
0.564706,9.896225
0.586561,14.516884
0.579740,13.769283
0.542319,9.985465
0.480992,6.604067
0.401124,4.400863
0.314865,3.061992
0.242687,2.240604
0.183021,1.715435
0.136412,1.363152
0.101250,1.115100
0.075255,0.929810
0.056232,0.778367
0.042355,0.636059
0.032109,0.821892
0.025046,0.309705
0.019667,-0.289168
0.015272,-0.589876
0.011860,-1.768196
0.009179,-4.960324
0.007399,-16.446038
0.006057,-94.022599
0.004946,-790.915084
0.004051,-186.842772
0.003350,-22.214973
0.002754,-6.478585
0.002252,-2.520526
0.001885,-0.899580
0.001576,-0.493535
0.001321,-0.255980
0.001111,-0.136805
0.000937,-0.071078
0.000792,-0.031686
0.000670,-0.006560
0.000568,0.010167
0.000482,0.021621
0.000410,0.029599
0.000348,0.035195
0.000296,0.039112
0.000251,0.041823
0.000213,0.043656
0.000181,0.044847
0.000153,0.045566
0.000129,0.046524
0.000116,0.044863
0.000093,0.045563
0.000077,0.045427
0.000064,0.044750
0.000061,0.041631
0.000052,0.041400
0.000045,0.040859
0.000030,0.041011
0.000024,0.039665
0.000020,0.038029
0.000016,0.036068
0.000012,0.033758
0.000008,0.027506
0.000007,0.028593
0.000005,0.025624
0.000006,0.025889
0.000004,0.017323
0.000003,0.013419
0.000002,0.009686
0.000000,0.007236
0.000000,0.004280
0.000001,0.001932
-0.000001,0.000401
-0.000001,0.002009
0.000000,0.000888
-0.000000,0.002005
-0.000000,-0.000547
-0.000001,-0.001049
-0.000001,-0.002753
-0.000001,-0.005527
-0.000002,-0.009132
-0.000003,-0.013231
-0.000003,-0.017474
-0.000004,-0.021588
0.000002,-0.027587
-0.000008,-0.028649
-0.000010,-0.031700
-0.000009,-0.035334
-0.000013,-0.037514
-0.000026,-0.039909
-0.000023,-0.039865
-0.000029,-0.041325
-0.000036,-0.042562
-0.000044,-0.043617
-0.000053,-0.044524
-0.000065,-0.045310
-0.000077,-0.045992
-0.000092,-0.046578
-0.000110,-0.047064
-0.000130,-0.047429
-0.000154,-0.047635
-0.000182,-0.047616
-0.000214,-0.047267
-0.000252,-0.046434
-0.000291,-0.028189
-0.000344,-0.023997
-0.000411,-0.040071
-0.000484,-0.034593
-0.000570,-0.025472
-0.000673,-0.010340
-0.000795,0.014936
-0.000942,0.058080
-0.001119,0.135522
-0.001315,0.513175
-0.001577,-0.051140
-0.001880,0.990246
-0.002266,2.046240
-0.002736,5.884771
-0.003320,22.612743
-0.004050,181.028002
-0.004965,804.752800
-0.006026,92.963893
-0.007433,16.530415
-0.009238,4.929887
-0.011839,1.893564
-0.015055,0.577746
-0.019219,0.018719
-0.024388,-0.285245
-0.032032,-0.486016
-0.042199,-0.640227
-0.056070,-0.784445
-0.075052,-0.941469
-0.100995,-1.132641
-0.136157,-1.385105
-0.183980,-1.740973
-0.243511,-2.273039
-0.316491,-3.115513
-0.401497,-4.110193
-0.478270,-6.878485
-0.537233,-9.964805
-0.580349,-13.690539
-0.588955,-14.437081
-0.572791,-10.169112
-0.519239,-4.936730
-0.462291,-1.888145
-0.412178,-0.641680
-0.357858,-0.114457
-0.310509,0.102737
-0.268132,0.172764
-0.231414,0.188893
-0.200356,0.181992
-0.173773,0.167621
-0.151261,0.150912
-0.132057,0.134346
-0.115628,0.119017
-0.101520,0.105195
-0.089361,0.092988
-0.078811,0.082118
-0.069610,0.072587
-0.061535,0.064173
-0.054419,0.056786
-0.048064,0.050072
-0.042398,0.044139
-0.037285,0.039019
-0.032673,0.033890
-0.028443,0.029480
-0.024547,0.025426
-0.020931,0.021669
-0.017548,0.018157
-0.014353,0.014845
-0.011311,0.011694
-0.008386,0.008667
-0.005547,0.005730
-0.002765,0.002852
-0.000010,0.000003
